category	question	answer
배송문의 	 해외에서도 상품을 배송 받을 수 있나요? 	 삼성닷컴에서 구매하신 상품은 국내에 한해 배송이 가능하며, 해외배송서비스는 제공되지 않습니다.
배송문의 	 휴일 배송은 안되나요? 	 토요일은 배송이 가능하나, 일요일 및 공휴일은 배송이 어렵습니다.
배송문의 	 주문한 상품이 언제쯤 배송되나요? 	 일반적으로 주문결제 후 1~2일 이내 상품을 받으실 수 있습니다. 산간/도서지역은 배송일이 추가적으로 소요될 수 있으며, 명절 및 폭우, 폭설 등 천재지변의 경우에도 다소 지연될 수 있습니다.
배송문의 	 배송지 변경이 가능한가요? 	 주문 완료 후 배송 시작 전까지 마이페이지 > 나의 쇼핑 > 주문/배송 조회 > 주문상세에서 배송지 변경이 가능합니다. 배송이 시작 된 '배송중' 단계 이후에는 배송지 변경이 불가하며, 기타 문의는 고객센터(☎1588-6084)로 문의하시기 바랍니다.
배송문의 	 배송비는 어떻게 되나요? 	 삼성닷컴에서 구매하신 모든 상품은 무료로 배송됩니다. (단, 제주도 등 일부 도서/산간 지역은 별도 배송비가 발생할 수 있으며, 설치상품의 경우 설치 환경 등에 따라 추가 설치비가 발생할 수 있습니다.)
배송확인 	 주문한 상품을 받지 못했는데 배송완료로 확인된 경우는 어떻게 하나요? 	 이메일문의, 고객센터(☎1588-6084)로 문의하시기 바랍니다.
배송확인 	 상품이 파손되었거나 수량이 다르면 어떻게 하나요? 	 배송 완료 후 상품확인 시 상품이 파손되었거나 배송된 상품의 수량이 다를 경우 고객센터(☎1588-6084)로 문의하시기 바랍니다.
배송확인 	 배달설치기사 연락처를 알고 싶습니다. 	 마이페이지 > 나의 쇼핑 > 주문/배송 조회 > 주문상세에서 배송상태 및 배달 설치기사 전화번호 조회가 가능하며, 기타 다른 문의사항은 고객센터(☎1588-6084)로 문의하시기 바랍니다.
배송확인 	 배송 안내 문자는 받을 수 있나요? 	 배송 전일 배송 예정을 알리는 문자를 발송해드리며, 배송지에 도착하기전 배달 설치기사가 연락드립니다. (스팸처리 등으로 인해 문자를 받지 못하는 경우가 있으니 주문내역에서 배송 상황을 확인해주시기 바랍니다.)
배송확인 	 배송비는 어떻게 되나요? 	 삼성닷컴에서 구매하신 모든 상품은 무료로 배송됩니다. (단, 제주도 등 일부 도서/산간 지역은 별도 배송비가 발생할 수 있으며, 설치상품의 경우 설치 환경 등에 따라 추가 설치비가 발생할 수 있습니다.) 
주문취소 	 주문 취소를 했는데 환불은 어떻게 받나요? 	 주문취소 후 환불 소요기간은 다음과 같습니다. 1. 주문취소 시 결제취소는 즉시 접수되나, 결제대행사 사정에 따라 매출 취소 기간이 3~5일 정도 소요됩니다. 2. 쿠폰/이벤트 코드 : 주문 후 주문취소, 반품/환불의 경우 사용하신 쿠폰은 재발행되어 재사용 가능합니다.(단, 쿠폰/이벤트 코드 유효기간 내에만 가능) 3. 피해 보상 규정 : 피해보상기준은 소비자분쟁해결기준(공정거래위원회 제정, 고시)을 적용합니다.
주문취소 	 주문을 취소했는데도 신용카드 결제 취소가 안됐습니다. 어떻게 해야 하나요? 	 카드매출 취소는 즉시 접수되나, 카드사 사정에 따라 매출취소 기간이 3~5일 정도 소요될 수 있습니다. 그리고 각 신용카드사 청구 작업이 끝난 이후에 취소 처리가 된 경우에는 납부 후 다음달 카드 대금에서 상계처리될 수 있습니다. 카드대금 결제일에 따라 청구작업 기간이 다른 점 양지 부탁드리며, 해당 카드사에서 확인 가능합니다.
주문취소 	 주문취소 방법을 알려주세요. 	 삼성닷컴에서 주문하신 내역은 주문상태가 '결제대기', '결제완료', '상품준비중'일 경우에 한하여 취소가 가능합니다. 주문취소는 상품의 배송상태에 따라 즉시 취소 또는 고객센터를 통해 가능합니다. - 마이페이지 > 나의 쇼핑 > 주문/배송 조회에서 '주문취소' 버튼 통해 가능 - 삼성닷컴 사이트에서 취소가 불가능한 경우 이메일 문의 또는 고객센터(☎1588-6084)로 문의하시기 바랍니다.
주문취소 	 자동 취소/재주문이 왜 발생하나요? 	 삼성닷컴은 [후매입] 제도를 시행하고 있어 제품 주문시 결제하신 카드사의 승인만 이루어지며, 배송완료 이후 매입(청구) 신청이 진행되는 제도입니다. 고객님께서 현재 확인하실 수 있는 결제 기록은 승인 처리만 완료된 결제 내역이며, 결제에 사용해주신 카드의 매입기간 초과 7일 전 결제해주신 고객분께 미매입 알림 문자를 발송드리고 있습니다. ※ 삼성/하나카드 87일, 현대카드 27일, 그 외 카드 57일 고객센터에서 주문취소 하루전날(매입기간 초과 4일전)에 연락드릴 예정입니다. 사전 안내드린 매입기간 초과 3일 전13시 30분에 주문이 취소됩니다. 정확한 청구관련문의는 개인정보로 카드명의자분께서 카드사에 문의해주셔야 확인가능하며, 삼성닷컴 고객센터에서 안내가 어려운 점 양해부탁드리겠습니다. 추가문의사항이 있는경우 삼성닷컴 고객센터 1588-6084 로 문의 부탁드립니다.
반품/교환 	 매장픽업 인수 상품의 반품은 어떻게 하나요? 	 1) 반품 기한을 확인해 주세요. 매장 픽업하신 경우 수령 후+7일 (주말 포함) 반품이 가능합니다. 반품 시에는 반드시 직접 방문이나 택배 등을 통해 상품을 반납해 주십시오. 반품 시의 배송비는 고객 부담 입니다. (나의 쇼핑 ▶ 주문/배송조회 ▶ 반품 클릭 (반품 기한이 지난 경우 반품 버튼이 사라집니다.)) 2) 단순 변심 및 사이즈/색상 불만에 관련된 반품 신청은 배송 완료+7일(주말 포함) 이내에 가능합니다. 교환의 경우 (☎ 1588-6084)로 문의하시기 바랍니다.
반품/교환 	 주문상품이 배송된 이후에 교환/환불 방법을 알려주세요. 	 · 반품 : 배송 완료일+7일 (주말 포함)이 내 삼성닷컴에서 반품 신청이 가능합니다. (나의쇼핑 ▶ 주문/배송조회 ▶ 반품 클릭 (반품 기한이 지난 경우 반품 버튼이 사라집니다.)) 단, 모바일 제품의 경우 개통일+14일 이내 가까운 삼성전자 서비스센터 방문하시어 불량 판정서 수령 후 고객센터 (☎ 1588-6084)로 문의하시기 바랍니다. · 교환 : 제품 불량 및 단순 변심으로 인한 7일 이내 교환의 경우 동일 색상, 동일 모델로만 맞교환 처리 진행 가능합니다. 고객센터(☎ 1588-6084)로 문의하시기 바랍니다. · 삼성전자 일부 제품 반품시, 반품 배송비가 부과될 수 있습니다.
반품/교환 	 교환 또는 환불이 불가능한 경우가 있나요? 	 교환 또는 반품이 불가능한 경우는 다음과 같습니다. 1. 고객님의 책임 있는 사유로 상품이 멸실 또는 훼손된 경우 (단, 단순히 상품의 내용을 확인하기 위해 포장 등을 훼손한 경우는 제외) 2. 고객님의 사용으로 상품가치가 현저히 감소된 경우 3. 패키지 상품의 경우 구성상품 일부의 개봉/설치/사용으로 상품가치가 현저히 감소된 경우 (상품 주문 전 호환 가능상품을 반드시 확인 후 주문해주시기 바랍니다.) 4. 시간이 경과되어 재판매가 곤란할 정도로 상품가치가 상실된 경우 5. 복제가 가능한 상품의 경우 그 원본인 상품의 포장이 훼손된 경우 6. 설치완료 상품에 하자가 없는 경우 7. 상품 등의 내용이 표시/광고 내용 및 계약내용과 같고, 별도의 하자가 없음에도 단순변심으로 인한 교환을 요구하는 경우 8. 기타, '전자상거래 등에서의 소비자보호에 관한 법률'등 관계법령이 정하는 교환/반품 제한사유에 해당되는 경우 ※ 자급제 제품의 경우 반품은 상품을 수령하신 날부터 7일 이내, 통신사 개통 이전에만 가능합니다.
반품/교환 	 배달설치기사가 주문상품을 가지고 왔는데 주문상품이 불량입니다. 교환 또는 환불 받으려 하는데 어떡해야 하나요? 	 고객센터(☎1588-6084)로 연락하여 교환 또는 환불을 요청하시면 됩니다. 고객센터 상담원이 동일모델 교환 또는 반품절차를 안내해 드립니다.
반품/교환 	 배달설치기사가 주문상품을 가지고 왔는데 주문상품을 받고 싶지 않습니다. 	 포장Box를 개봉하지 마시고 고객센터(☎1588-6084)로 연락하여 주문상품 반품 신청을 하시면 됩니다. 고객센터 상담원이 해당 주문의 반품 안내를 해드립니다.
반품/교환 	 반품할 상품은 어디로 보내야 하나요? 	 배달설치기사가 배송지에 직접 방문하여 회수합니다.
반품/교환 	 교환/환불이 가능한 기간은 언제까지인가요? 	 단순변심에 의한 상품의 교환ㆍ반품은 실제 상품 등을 수령하신 날부터 7일 이내에 가능합니다. 휴대폰/PC/프린터/태블릿/웨어러블 제품의 교환은 서비스센터에서 발급받은 불량판정서 지참시 배송완료+7일 가능합니다. 단, 상품안내 페이지에 표시된 교환/반품 기간이 7일 보다 긴 경우에는 그 기간을 따릅니다. 수령한 상품 등의 내용이 표시ㆍ광고 내용과 다르거나 오배송 등 계약내용과 다르게 이행된 경우에는 수령하신 날부터 3개월 이내, 그 사실을 안 날 또는 알 수 있었던 날부터 30일 이내에 가능합니다.
반품/교환 	 반품 철회 시의 유의사항 안내 	 반품이 접수되면 해당 주문 건으로 인해 제공되었던 삼성전자 포인트는 차감 처리되며, 반품을 철회하시더라도 차감된 삼성전자 포인트는 다시 적립되지 않습니다. 
PC 문제 해결 	 결제하는데 '플러그인이 설치되지 않았다'는 메시지가 뜹니다. 수동설치를 했는데도 그렇게 나오는데 어떻게 해야 하나요? 	 아래 안내를 따라 실행해 보세요. 1. 지불 버튼이 있는 결제 페이지 상태에서 Ctrl + F5 키를 눌러서 페이지를 갱신 후 결제 시도 (페이지 갱신을 위해 데이터를 다시 보내야 한다는 경고 메시지가 뜨는 경우 '다시 시도' 버튼을 눌러서 페이지를 갱신) 페이지가 비정상적인 로딩으로 오류가 발생한 경우 이 조치로 플러그인이 뜰 수 있습니다. 2. 인터넷 익스플로러의 도구 메뉴에서 인터넷 옵션 메뉴를 실행 3. 일반 탭 > 검색 기록의 '설정' 버튼을 클릭 후 대화상자에서 '저장된 페이지의 새 버전 확인'에 선택되어 있는 값 확인 (일반적으로 자동 설정) 4 '확인하지 않음'으로 되어 있는 경우 '자동으로' 선택한 후 '확인' 버튼을 눌러 페이지를 다시 갱신하도록 한 후 결제 진행
오류 신고 	 오류신고는 어디서 하나요? 	 이메일문의, 고객센터(☎1588-6084)로 문의하시면 신속한 조치로 도움을 드릴 수 있도록 최선을 다해 노력하겠습니다.
고객센터 안내 	 고객센터 전화번호 및 운영시간은 어떻게 되나요? 	 삼성닷컴 고객센터는 아래와 같이 운영됩니다. \* 전화번호 : ☎1588-6084 \* 운영시간 : 평일 09:00 ~ 18:00, 토요일 09:00 ~ 13:00 (일요일, 공휴일 휴무) 전화상담 서비스 시간 외에는 고객서비스 > 제품 지원 > 이메일 상담를 통해 글을 남겨주시면, 빠른시간 내에 답변 드리겠습니다. 
제품 	 가정용 시스템에어컨 FAQ 	"## 가정용 시스템에어컨 FAQ
| DVM-Home 추가 설치비 내역 |||||| 구분 | 항목 | 규격 | 금액 | 상세설명 || - | - | - | - | - || 실외기 | 실외기 받침대 | 1set | 40,000 | 실외기를 실내에 시공할 때 설치장소 ||| (플라스틱 베이스) | | | (실외기실, 베란다 등)의 환기구가 실외기 통풍구 보다 높아 공기순환 ||||| | (열교환)이 원활하지 않을 경우 |||||| 냉방효율 증대를 위해 실외기를 높이고자 사용 (10'~12cm) || | 실외기 받침대 (철재 앵글) | 1단 | 50,000 | '| - 실외기를 실내에 시공할 때 설치장소 ||||| | (실외기실, 베란다 등)의 환기구가 실외기 통풍구 보다 높아 공기순환 |||||| (열교환)이 원활하지 않을 경우 냉방효율 증대를 위해 실외기를 높이고자 사용 (20cm) ||| || 특수제작, 150,000 2단 | - 기존 설치된 실외기 혹은 장애물이 있어 추가 받침대가 필요한 경우 ||| 맞춤제작 에어가이드 ||| 특수제작 '| 150,000 - 실외기 공기순환이 원활하지 않을 경우, 실외기 토출구앞 장애물이 있어 토출 방향을 바꿔주어야 하는 경우 현장별 맞춤 제작 ||| 고소장비 | 고소장비 | 실비 | 필요 시 (실외기 철거, 장비반입 불가 시) (참고) 엘리베이터 사용이 불가하거나 밖에서 작업해야 하는 경우에 해당됨. 아파트는 거의 해당되지 않음. || | 사다리차 사용 | 사다리차 | 실비 | - 필요 시 (크레인/스카이 사다리차 등 |||| 사용 | | 고객부담) (참고) 엘리베이터 사용이 불가하거나 밖에서 작업해야 하는 경우에 해당됨. 아파트는 거의 해당되지 않음. || | 실외기 바람막이 시공 || 실외기팬 40,000 1구당 | 실외기에서 나오는 바람을 막는 장치 ||||| | (건축물의 설비 규칙) 실외에 설치 시 행인에게 실외기 바람이 영향을 끼칠 수 있음 (설치높이 2m 이하인 경우) - (참고) 아파트는 거의 해당되지 않음. 일부 지면과 통행로에 인접한 주택 및 ||| | | | 업장은 가능성 있음. 실외기 토출 바람이 보행자에게 직접적으로 닿는 경우를 방지 하기 위함 || 보양 | 거주중 보양 | 세대당 | 600,000 | - 실내 출입구부터 벽면 및 가구/가전제품 등 집기류에 비닐 작업하여 먼지 유입 방지 (주방은 커튼식 비닐로 보호) 설치 완료 후 비닐 해체, 바닥 보양재 철거 후 청소 마무리 || 도선료 | 도선료 | | 실비 | 화물차량이 도선 가능한 도서산간 지역의 도선료 (숙박비, 경비 발생 시 포함) || 제어기 | 외장형 Wi-Fi Kit | 대딩 || 100,000 - 실내기에 부착되는 와이파이 장치. Wi-Fi ||||| | 非내장형 제품 구매 후 SmartThings 사용시 필요 시스템에어컨 최초 구매 시 Wi-Fi Kit 옵션을 선택한 경우 설치비 무상이나, 옵션 미선택으로 설치한 후 추가 설치 요청 시 대당 설치비 100,000원 발생 Wi-Fi 내장형 제품일지라도 대형 평수의 경우 외장형 Wi-Fi Kit 구매 및 설치 필요할 수 있음 || 배관 | 주배관 길이 | m당 | 25,000 | 아파트 및 집 안에 실외기를 설치하는 오피스텔 / 빌라 / 다세대 / 타운하우스는 추가 발생 비용 없음 (기본 설치비에 포함) |||| | | - 단독주택 및 현관 밖에 (공용 복도, 옥상, 1층 등) 실외기를 설치하는 오피스텔 / 빌라 / 다세대 / 타운하우스는 추가 발생 비용 있음 ||||| | 총 배관 길이가 실내기 합산 기본 배관 길이를 초과 했을 경우 m당 25,000원 발생 (실내기 당 기본 배관 길이 15 m) |||| | | 추가 배관(입상관 + 횡주관) 길이 계산식 : (실외기 '~ 각 실내기까지 주배관 길이 합산)- (실내기 대수 × 15 m) 시공비와 자재비 (전원선, 통신선, 보온재, 냉매 등) 포함 기준 || | 특수배관 (주름관) | m당 | 30,000 | 관로가 굴곡이 심하여 일반 배관으로는 작업이 불가능한 경우 유연한 특수배관을 사용하여 설치 ||| 실외기 배관커버 | m당 | 35,000 | 실외기실 배관 인테리어 마감 (실내, 고객 요청 시, 칼라강판) (실외는 별도) ||| 선배관 작업 | 대당 | 100,000 | - 고객의 사정으로 선/배관만 매립하는 경우, 미리 방문하여 제품을 제외한 에어컨 배관 선시공 인테리어 세대, 구축 아파트, 단독주택, 빌라 등 내부공사/구조변경 (층고가 부적합한 구조)으로 2일 시공이 발생되는 경우, 1일차 선배관 작업 시 |||||| 적용 (천장타공, 분기관 시공비 포함) ex ) 철거 → 선배관 → 목공 인테리어 → 도배 → 에어컨 설치 공정의 단계로 진행할 경우 |||||| ※ 선배관 시공 후 구매 취소 시, 본 추가 설치비 外 투입된 배관 자재 비용 및 설치공임 별도 추가 지불 필수 ||| 선배관 작업 시 천장 내부 철거 | 대당 | 50,000 | 통상 선배관 작업 전 인테리어 업체에서 |||||| 천장 철거작업 진행해야 하나, 철거되지 않은 경우 선배관 작업을 위해 설치팀이 직접 천정 내부 배관 라인 목재, 석고 등 철거작업 진행 || | 배관세정 ||| 세대기준 800,000 - 기존 시스템에어컨의 배관만 재사용 할 때 발생 |||||| (거주중 시공 시) 기존 장비 정상가동 불가 시 배관 세정 || | 분배헤더 | 대당 | 150,000 | 다배관을 단배관으로 변경하는 리뉴얼 모델 설치시 || 옵션 | 데코커버(천고) | 대당 || 100,000 - (거주중 시공 시) 천고가 낮아 실내기가 천장 아래로 노출되는 부분 마감 커버 (몰딩) 필요. ||||| | (참고) 주로 오래된 학교 건물에 해당됨. 아파트는 거의 해당되지 않음 || | 교체 外 실내기 신규 추가시 | 대당 | 200,000 | 설치 이후에 1대 추가로 설치 요청시 필요 ||||| | 단, 실외기 용량이 가능한 경우에 해당) ex) 고객이 설치 완료후 1대 추가 설치할 경우 ||||| | : 매장에서 실내기 1대 + 기본설치비 구매 후 추가설치비 20만원 부담 || | 단내림키트 | 대당 || 100,000 - 천고 높이 18cm 미만인 세대가 단내림 공 사 불가한 경우 활용 가능 ||| 판넬 재설치 | 대당 | 50,000 | - 제품 설치 및 시운전 이후 도배 등 고객의 사정으로 판넬 철거 후 설치팀 재방문하여 판넬 재설치 || 타공 | 추가타공 | 개당 | 20,000 | 실내기당 1개 기준 무상, 추가 타공시 적용 || | 난타공 | 개당 | 30,000 | 30cm 이상 두께의 벽/대리석/옹벽/유리/ 샷시 등의 타공시 적용 || 점검구 | 실내기 점검구 | 개당 | 40,000 | 수리하는 경우에 발생함. 실내기 옆 천장 타공하여 점검하기 위함. 아파트는 Case 거의 없음. 450×450 1개소 기준 (석고 천장 및 인테리어 시) || 사용중인 제품 철거시 | 시스템에어컨 철거비 | 실내기 대딩 | 100,000 | - 기존에 시스템/스탠딩/벽걸이 에어컨을 ||||| | 사용하던 경우, 철거 후 폐기 기준 || | 스탠딩에어컨 | 실내기 | 40,000 | 실내기당(실외기 철거비용 포함) 적용 ||| 철거비 | 대당|| | || 벽걸이에어컨 철거비 | 실내기 대당 | 20,000 | || 전원선 | 배전반까지 전원선 | m당 | 12,000 | - 실내기에서 배전반까지 전원선 구축, |||||| 실외기에서 배전반까지 전원선 구축 비용 |''* 도배비(쪽도배)는 기본 설치비에 포함되어 추가 지불 필요 없습니다. (수입 고급 도배지는 제외)''* 상기 추가 설치비는 기본 시공비 外 별도 추가 작업에 의한 인건비 및 재료비이며, 소비자가 설치 협력사에 직접 지불하여야 합니다. (VAT 포함)"" 단내림 공사는 인테리어 업체를 통해 별도 진행하셔야 합니다. (단내림 키트 제외) ''* 정확한 추가 설치비는 실제 공사 진행 시 확인 가능합니다. (제품 구매 시 안내받은 가격과 다를 수 있습니다.) ''* 해당 추가 설치비는 '23년 3월 버전이며, 향후 업데이트 시 업데이트된 가격으로 지불하셔야 합니다. ''* 상기 外 발생되는 공사 및 비용에 대해서는 시공업체와 사전 협의가 필요합니다전기 공사(차단기/메인전선)는 소비자가 전문 전기 업체에 의뢰하여야 합니다. (고객전원공사) ''* 제어기(유선리모컨/외장형 Wi-Fi kit) 제품 구입은 별도입니다.''*미국냉공조 학회(ASHRAE)기준 ColdDraft가 없는 0.15 m/s 이하의 바람을 무풍(StillAir)으로 정의합니다. ''* SmartThings 기능을 사용하기 위해서는 SmartThings 앱 설치 및 연동, 무선 네트워크 연결이 필요합니다. ''* SmartThings 앱은 Galaxy Store, Play Store 또는 App Store에서 다운로드 받을 수 있습니다. - Android OS 8.0 이상(최소 2 GB RAM 공간), iOS 13,0 이상''* SmartThings 앱은 일부 태블릿 및 단말과 호환되지 않거나 연동 기기, 사용방법에 일부 제한이 있을 수 있습니다. ''* 제품에 따라 SmartThings 기능 지원 여부, 지원환경 및 사양이 다를 수 있습니다.' 앱 업데이트에 따라 지원 가능한 OS 사양, 앱 화면 구성 등은 변경될 수 있습니다.'SmartThings에 연결 가능한 기기 수는 장소(Location)당 최대 200개입니다. 사용자의 네트워크 환경에 따라 최대 연결 가능한 기기 수에 제약이 있을 수 있습니다. (계정당 장소는 최대 10개 사용 가능, 장소별 관리자 (장소 생성자)는 최대 20명(계정 기준) 멤버 초대 가능, 장소당 방은 최대 20개 사용 가능) ''* 카카오톡으로 발송드린 시공계약서 하단에서도 추가설치비표 확인이 가능합니다:selected:# 배송 및 반품, AS 접수 방법# 배송 및 반품 안내판매는 패밀리넷에서, 설치는 삼성전자에서 지정한 전문 설치파트너사에서에서 진행합니다.2 설치 전 반드시 시공 장소와 위치 등을 상의하시고 결정 하셔야 합니다.3 제품 설치 후 위치 변경은 어려우니 신중하게 결정 하시기 바랍니다.4 제품 특성상 설치 이후에는 교환 및 반품이 불가한 상품입니다. 충분하게 고려하시고 제품을 구매하시기 바랍니다.
# AS 접수 방법1 제품에 이상이 있으면 삼성전자 서비스센터(1588-3366)에 서비스 접수를 할 수 있습니다.2 시공 및 설치와 관련한 이상이 있으면 설치업체에서 해결 해드립니다. (2년간 무상하자보수 실시)제품 하자에 대해서는 삼성전자 서비스에서 무상 수리를 실시합니다. (보증기간 2년, 단 가정용 시스템에어컨을 영업용으로 사용 시 1년) 3 단 고객의 귀책 사유로 하자가 발생한 경우에는 무상 수리 대상에서 제외됩니다. 무상 보증 기간 이후 발생한 하자에 대해서는 수리 비용이 발생할 수 있습니다.4 서비스 신청 접수 시 정확한 서비스 일정이 안내됩니다."
