category	question	answer
Delivery and installations	Will you disconnect my old appliance when you install the new one?	"We’ll disconnect your old appliance and install your new one. Choose your delivery, recycling, and installation options at checkout.
We’re pleased to offer a variety of delivery and installation services across mainland UK.

Unfortunately, we are currently unable to offer installation services in Northern Ireland, only delivery within 2-5 days. We are also unable to offer any delivery or installation services in the Channel Islands or Scottish Islands.

Installation costs vary depending on the size of the item to be installed and the level of installation required. This cost will be confirmed when you check out.

You’ll find the various delivery and installation options for each product type below.

Mobile products and laptops
Delivery only
We don’t offer installation for smaller items, like mobile phones, tablets, or laptops etc. but please see our handy How-To guides for help setting up your new Galaxy.

Televisions
Delivery & set-up
We’ll deliver and unpack your new TV, and then attach it to its stand. Please note this option does not include wall mounting or any connections.

Delivery, set-up & wall mounting
Our courier partners will deliver your new television, and then our specialised installation team will unpack, set up and wall mount your new TV. Please be aware that you must have already bought a wall mount. You can browse available options on Samsung.com here. This option does not include concealing the cables of your new TV in the wall.

Delivery, setup, wall mounting (cables concealed) & connect AV
Our courier partners will deliver your new television, and then our specialised installation team will unpack, set up and wall mount your new TV, before concealing the cables in the wall. They will also connect up to two AV devices. Please be aware that you must have already purchased a wall mount. You can browse available options on Samsung.com here.

Home Appliances
Installation & disposal of old appliance
We’ll deliver your new Samsung appliance, and then collect and recycle your old one. Please make sure your old appliance has been drained of water (where applicable) and uninstalled, and that it is easily accessible for our team to collect.

Dry installation
We’ll deliver your new Samsung appliance and carry it to the room where it will be installed, and position it, ready to be connected to your local utilities. We’ll also remove all packaging, if you desire.

Wet installation – standard service
We’ll deliver your new Samsung Washing Machine or American Side-By-Side Fridge, and then connect them to your local utilities for you.

Any old appliances must have been disconnected and removed before we can start the installation. Disconnection and removal of your old appliance is not included in this installation option. Please select the premium service below if you want to have your old appliance disconnected and recycled.

Wet installation - premium service
We’ll deliver your new Samsung Washing Machine or American Side-By-Side Fridge, and then disconnect and remove your old appliance, before installing your new one. We’ll then connect your new appliance to your local utilities for you, before taking your old appliance away for recycling.

Please note: our delivery and installation team are only permitted to climb a maximum of three flights of stairs, if an elevator isn’t available."
Delivery and installations	Do you install over weekends and bank holidays?	"Installation is available in select postcode areas. Our team will confirm availability when we call to schedule your installation.

We’re pleased to offer a variety of delivery and installation services across mainland UK.

Unfortunately, we are currently unable to offer installation services in Northern Ireland, only delivery within 2-5 days. We are also unable to offer any delivery or installation services in the Channel Islands or Scottish Islands.

Installation costs vary depending on the size of the item to be installed and the level of installation required. This cost will be confirmed when you check out.

You’ll find the various delivery and installation options for each product type below.

Mobile products and laptops
Delivery only
We don’t offer installation for smaller items, like mobile phones, tablets, or laptops etc. but please see our handy How-To guides for help setting up your new Galaxy.

Televisions
Delivery & set-up
We’ll deliver and unpack your new TV, and then attach it to its stand. Please note this option does not include wall mounting or any connections.

Delivery, set-up & wall mounting
Our courier partners will deliver your new television, and then our specialised installation team will unpack, set up and wall mount your new TV. Please be aware that you must have already bought a wall mount. You can browse available options on Samsung.com here. This option does not include concealing the cables of your new TV in the wall.

Delivery, setup, wall mounting (cables concealed) & connect AV
Our courier partners will deliver your new television, and then our specialised installation team will unpack, set up and wall mount your new TV, before concealing the cables in the wall. They will also connect up to two AV devices. Please be aware that you must have already purchased a wall mount. You can browse available options on Samsung.com here.

Home Appliances
Installation & disposal of old appliance
We’ll deliver your new Samsung appliance, and then collect and recycle your old one. Please make sure your old appliance has been drained of water (where applicable) and uninstalled, and that it is easily accessible for our team to collect.

Dry installation
We’ll deliver your new Samsung appliance and carry it to the room where it will be installed, and position it, ready to be connected to your local utilities. We’ll also remove all packaging, if you desire.

Wet installation – standard service
We’ll deliver your new Samsung Washing Machine or American Side-By-Side Fridge, and then connect them to your local utilities for you.

Any old appliances must have been disconnected and removed before we can start the installation. Disconnection and removal of your old appliance is not included in this installation option. Please select the premium service below if you want to have your old appliance disconnected and recycled.

Wet installation - premium service
We’ll deliver your new Samsung Washing Machine or American Side-By-Side Fridge, and then disconnect and remove your old appliance, before installing your new one. We’ll then connect your new appliance to your local utilities for you, before taking your old appliance away for recycling.

Please note: our delivery and installation team are only permitted to climb a maximum of three flights of stairs, if an elevator isn’t available."
Delivery and installations	How much does delivery cost?	"Delivery charges vary and will be confirmed at checkout.

We offer a selection of premium delivery options, as well as guest prices for customers not signed in to a Samsung Account. See below for all options and pricing.  \n  \nWe sometimes offer free or discounted delivery as well, so remember to look out for delivery promotions on [Samsung.com.](https://www.samsung.com/uk/)   \n  \nNext day delivery is available for all mobile products (Smartphones, tablets, wearables, and computing), as long as the order is placed by 7pm. Where the next day is a Sunday, your order must be placed by 1pm on the Saturday for next day delivery.   \n  \nUnfortunately, we are unable to offer next day delivery for TVs, Home Appliances, or any large and/or heavy items (over 135kg) that will require more than one person to deliver. We also cannot offer next day delivery to addresses in Scotland, Northern Ireland or the Isle of Man.\nSmaller items\n-------------### Anything that can be delivered by one person (e.g. Smartphones. computing, vacuum cleaners, microwaves, TVs or monitors 43” or under)\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £5.99 | £9.99 |\n| Login\\* | Rewards (Blue) | Free | £9.99 |\n| Rewards (Gold) | Free | £9.99 |\n| Rewards (Platinum) | Free | £9.99 |\nLarger items\n------------### Items that need more than one person to deliver (e.g. dishwashers, washing machines, fridges, TVs or monitors over 43\"")\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £20 | £35 |\n| Login\\* | Rewards (Blue) | £20 | £35 |\n| Rewards (Gold) | Free | £35 |\n| Rewards (Platinum) | Free | £35 |\nSmartphones, tablets, wearables and computing\n---------------------------------------------\n|  | | Next Day(all day) | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- | --- |\n| Guest | | £6.99 | £5.99 | £10.99 |\n| Login\\* | Rewards (Blue) | Free | Free | £10.99 |\n| Rewards (Gold) | Free | Free | £10.99 |\n| Rewards (Platinum) | Free | Free | £10.99 |\n\\*If you set up your Samsung Account before 5 July 2023, you need to opt in to joining Samsung Rewards. This can either be done when you check out on samsung.com, or at [www.samsung.com/uk/rewards](https://www.samsung.com/uk/rewards/), or via your Samsung Members area - simply accept the new Special Terms to register. You can check your membership status at [www.samsung.com/uk/mypage/rewards](https://www.samsung.com/uk/mypage/rewards/)  * "
Delivery and installations	Can I request a specific date or time slot for my delivery to arrive?	"You cannot request a specific time, but you can request a specific day and cut-off time in the checkout.

We offer a selection of premium delivery options, as well as guest prices for customers not signed in to a Samsung Account. See below for all options and pricing.  \n  \nWe sometimes offer free or discounted delivery as well, so remember to look out for delivery promotions on [Samsung.com.](https://www.samsung.com/uk/)   \n  \nNext day delivery is available for all mobile products (Smartphones, tablets, wearables, and computing), as long as the order is placed by 7pm. Where the next day is a Sunday, your order must be placed by 1pm on the Saturday for next day delivery.   \n  \nUnfortunately, we are unable to offer next day delivery for TVs, Home Appliances, or any large and/or heavy items (over 135kg) that will require more than one person to deliver. We also cannot offer next day delivery to addresses in Scotland, Northern Ireland or the Isle of Man.\nSmaller items\n-------------### Anything that can be delivered by one person (e.g. Smartphones. computing, vacuum cleaners, microwaves, TVs or monitors 43” or under)\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £5.99 | £9.99 |\n| Login\\* | Rewards (Blue) | Free | £9.99 |\n| Rewards (Gold) | Free | £9.99 |\n| Rewards (Platinum) | Free | £9.99 |\nLarger items\n------------### Items that need more than one person to deliver (e.g. dishwashers, washing machines, fridges, TVs or monitors over 43\"")\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £20 | £35 |\n| Login\\* | Rewards (Blue) | £20 | £35 |\n| Rewards (Gold) | Free | £35 |\n| Rewards (Platinum) | Free | £35 |\nSmartphones, tablets, wearables and computing\n---------------------------------------------\n|  | | Next Day(all day) | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- | --- |\n| Guest | | £6.99 | £5.99 | £10.99 |\n| Login\\* | Rewards (Blue) | Free | Free | £10.99 |\n| Rewards (Gold) | Free | Free | £10.99 |\n| Rewards (Platinum) | Free | Free | £10.99 |\n\\*If you set up your Samsung Account before 5 July 2023, you need to opt in to joining Samsung Rewards. This can either be done when you check out on samsung.com, or at [www.samsung.com/uk/rewards](https://www.samsung.com/uk/rewards/), or via your Samsung Members area - simply accept the new Special Terms to register. You can check your membership status at [www.samsung.com/uk/mypage/rewards](https://www.samsung.com/uk/mypage/rewards/) "
Delivery and installations	I was not available to sign for my goods on each occasion when a delivery was attempted. How can I obtain my items now?	"If you were unable to sign for your delivery, arrange redelivery or collect from your local depot.


If you're not at home when DPD or our courier partners attempt delivery, your parcel will be returned to their depot or sorting office. A card will be left to inform you of the time and date of the attempted delivery.

At this point, you would need to coordinate to our courier partners DPD or AIT Home Delivery. You will have the option to arrange an alternative delivery time or arrange to collect yourself - contact information will be provided on the attempted delivery notification so you can do this at your convenience.

If you receive an attempted delivery notification card and do not respond, 2 further attempts to deliver your item will be made (an attempted delivery notification will be left upon each occasion). After this, the goods will be returned to our warehouse and the refund process automatically triggered.

AIT Home Delivery - You will receive an email and SMS informing you of an unsuccessful delivery attempt. AIT Home Delivery will contact you within 24 hours to re-book delivery. Alternatively, you can contact AIT Home Delivery on their email, Live Chat, Facebook page; or you can call 01604 215000 between 8am and 10pm, Monday to Friday, or 9am and 5pm, Saturday and Sunday."
Delivery and installations	Do you offer a next day delivery service?	"Next day delivery is available on most products, as long as the order has been placed by 7pm (1pm on Saturday for delivery on Sunday).

Next day delivery is available for all mobile products (smartphones, tablets, wearables, and computing), as long as the order is placed by 7pm. Where the next day is a Sunday, your order must be placed by 1pm on the Saturday for next day delivery.

Unfortunately, we are unable to offer next day delivery for TVs, Home Appliances, or any large and/or heavy items (over 135kg) that will require more than one person to deliver. We also cannot offer next day delivery to addresses in Scotland, Northern Ireland or the Isle of Man.

Delivery times may vary on Bank Holidays or in cases of unexpected severe weather."
Delivery and installations	Can I request my first order is delayed so all of my items arrive at the same time?	"This is not an option our courier partners offer at this time.

We offer a selection of premium delivery options, as well as guest prices for customers not signed in to a Samsung Account. See below for all options and pricing.  \n  \nWe sometimes offer free or discounted delivery as well, so remember to look out for delivery promotions on [Samsung.com.](https://www.samsung.com/uk/)   \n  \nNext day delivery is available for all mobile products (Smartphones, tablets, wearables, and computing), as long as the order is placed by 7pm. Where the next day is a Sunday, your order must be placed by 1pm on the Saturday for next day delivery.   \n  \nUnfortunately, we are unable to offer next day delivery for TVs, Home Appliances, or any large and/or heavy items (over 135kg) that will require more than one person to deliver. We also cannot offer next day delivery to addresses in Scotland, Northern Ireland or the Isle of Man.\nSmaller items\n-------------### Anything that can be delivered by one person (e.g. Smartphones. computing, vacuum cleaners, microwaves, TVs or monitors 43” or under)\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £5.99 | £9.99 |\n| Login\\* | Rewards (Blue) | Free | £9.99 |\n| Rewards (Gold) | Free | £9.99 |\n| Rewards (Platinum) | Free | £9.99 |\nLarger items\n------------### Items that need more than one person to deliver (e.g. dishwashers, washing machines, fridges, TVs or monitors over 43\"")\n|  | | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- |\n| Guest | | £20 | £35 |\n| Login\\* | Rewards (Blue) | £20 | £35 |\n| Rewards (Gold) | Free | £35 |\n| Rewards (Platinum) | Free | £35 |\nSmartphones, tablets, wearables and computing\n---------------------------------------------\n|  | | Next Day(all day) | Named Day(all day) | Slots(all day) |\n| --- | --- | --- | --- | --- |\n| Guest | | £6.99 | £5.99 | £10.99 |\n| Login\\* | Rewards (Blue) | Free | Free | £10.99 |\n| Rewards (Gold) | Free | Free | £10.99 |\n| Rewards (Platinum) | Free | Free | £10.99 |\n\\*If you set up your Samsung Account before 5 July 2023, you need to opt in to joining Samsung Rewards. This can either be done when you check out on samsung.com, or at [www.samsung.com/uk/rewards](https://www.samsung.com/uk/rewards/), or via your Samsung Members area - simply accept the new Special Terms to register. You can check your membership status at [www.samsung.com/uk/mypage/rewards](https://www.samsung.com/uk/mypage/rewards/) "
Delivery and installations	My product has arrived damaged. How do I return it?	"If your item arrives damaged, it’s important you let us know as soon as possible.

If your item arrives damaged, it’s important you let us know as soon as possible. For damage that can be seen (e.g. to the packaging or outside of the product), you must contact us within 72 hours of delivery. Our Customer Support team will discuss your options for a refund or exchange.

Any damage not reported to us within 72 hours will be determined to have been caused by your handling of the product(s), unless it can be proven otherwise. We may reduce the amount of any refund to reflect the reduction in the value of the product(s) caused by the damage.

If you believe your product is faulty, you have up to 30 days from delivery to confirm whether you require a repair, replacement or refund.

After 30 days, please contact us to discuss your options"
Delivery and installations	My product has arrived damaged. Can I keep it and receive a discount or compensation?	"If a product arrives faulty or damaged, we’ll issue a refund. You can then place a new order for a replacement.

No. If a product is faulty or damaged upon arrival, we encourage you to report it to us soon as possible. We can refund you for your order and then you can place a new order online.  \n  \nIf you have bought a Home Appliance that you are thinking of returning, please [contact us](https://www.samsung.com/uk/support/contact/#shop-support)"
Delivery and installations	Can I place my order online and then collect my item(s) in-store?	"Yes, but we only offer collections from Samsung KX in Kings Cross, and only for smaller items.

We offer collection in-store, but this option is only available for smaller items. Large appliances, TVs and Soundbars are not currently available for collection.    **Collect in-store locations**    You can pick up your online order at our [Samsung KX store](https://samsung.com/uk/store/samsung-kx/) , from our Selfridges or [Harrods](https://www.harrods.com/en-gb/c/samsung-store-boutique) concessions, or from a Samsung Experience store\\*    You can find the nearest Samsung Experience Store to you [here](https://samsung.com/uk/samsung-experience-store/locations/).    To collect your order in person, simply select one of the collection points when you are placing your order online.  Useful Information Which products are available for collection in-store?You can collect smaller items in-store, e.g. Phones, Tablets, and Watches.Would this be free of charge to me, or will there be a holding fee?This option is completely free of charge.Will I be notified when my order is ready to be collected?You will receive an email or text once your order is ready for collection. You will need to wait for an update before visiting your chosen store.Do I need to bring anything with me to collect my order?1. Please remember to bring photo ID (passport or driving license) to verify your identity when collecting your order. Orders can not be collected without a valid photo ID.    2. Show this collection email or your order acknowledgement email when you collect your order.What happens if I do not collect my order within 7 days?If your order is not collected within 7 days, it will be sent back to the warehouse and a refund will be issued.Who can collect my order?Orders can only be collected by the person whose name is on the order."
Delivery and installations	I think my order has been lost in transit, what should I do?	In the unfortunate event that you do not receive your order, please contact us at Shop Support where we will be able to assist you.
Delivery and installations	Can you remove and recycle my old appliance?	"Enjoy hassle-free appliance removal and recycling. Choose the options in the checkout and check out for the final cost.

Yes, we can also remove and recycle your old appliance. You can select the delivery, recycling and installation options you require and confirm their cost when you check out.

Please note that all wet fit appliances (e.g. washing machines and dishwashers) must be fully disconnected and drained of water before we can collect and recycle them. If your appliance does not meet these conditions then we will have to refuse your collection for health and safety reasons, and you will not be entitled to a refund."
Delivery and installations	What communications will I receive about my order?	"Track your order progress in the link provided in the order confirmation or dispatch email, or log in to your account to check your order details.
For orders being delivered by DPD, we recommend downloading the DPD app from either the Google Play Store or App Store, so you can track your delivery in real time.  \n  \nDPD may also send you a PIN code by SMS and Email, which you will need to give your delivery driver in order to accept your delivery.   \n  \nThis is more likely on higher value orders, but could apply to any order over £50, so please look out for a PIN code in any communications you receive from DPD.  \n  \nDelivery PIN codes will also be available in the DPD App, if you have it installed\n### Delivery notifications upon successful order\n| Occasion | Communications |\n| --- | --- |\n| When you successfully place an order | Order Confirmation email |\n| When your order is picked and packed, ready for delivery | Delivery Estimate SMS |\n| As soon as the order leaves our warehouse | Dispatch Confirmation SMS and Email |\n| When the Driver is in your area and your delivery is within the hour | 1-hour delivery time slot confirmation |\n| Once the delivery has been successful | Delivery Confirmation SMS |\n| On confirmation by our warehouse | Order Complete Email with a VAT Invoice attached |\n### Heavy / bulkier items\nclick and\n| Occasion | Communications |\n| --- | --- |\n| e.g. orders for appliances of 130kg or more, or TVs 75\"" or over | Our delivery partner AIT Home Delivery will call you within 24hrs to arrange a delivery date and time |\n### If the Order is Click and Collect\nbulk\n| Occasion | Communications |\n| --- | --- |\n| As soon as the order arrives at our store | * SMS and Email asking you to collect from Samsung KX * you have a 7-day window to collect your item |\n### If for any reason the delivery was not successful\nunsuccessful delivery\n| Occasion | Communications |\n| --- | --- |\n| In an event, where our driver missed you | Failed Delivery Attempt SMS |\n| If there is a delay for any reason | Delivery Delay Notification Email |\n### Other Notification also include\nothers\n| Occasion | Communications |\n| --- | --- |\n| If you cancel your order or it is cancelled by us | Order Cancellation confirmation email |\n| If you receive a refund | Refund Successful email |\n| If the item you ordered is very heavy / bulky (e.g. orders for appliances of 130kg or more, or TVs 75” or over), or if your delivery address is outside of our standard delivery area | SMS and Email from our courier partner AIT Home Delivery asking you to book your delivery slot |\nPlease note – if you purchase products through a 3rd party (e.g. buying a phone and network tariff through Mobile shop/A1 Comms Ltd.), you will only receive an order dispatched email and an order completed email from us. All other communications and proof of purchase will come from the 3rd party."
Service and Warranty	What are your repair options?	Please visit the repairs page for more information about the services available and applicable costs.
Service and Warranty	How do I transfer my data from my old phone to my new phone?	"Smart Switch is the simplest way to transfer all your data to your new Galaxy smartphone.

Smart Switch is the simplest way to transfer all your data to your new Galaxy smartphone. Keep your contacts, photos, music and more. And it’s compatible with most major operating systems.So many ways to switch----------------------### Through Wi-Fi![Image shows an icon of two phones next to each other with a blue dotted line connecting the two phones at the top](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_switch-through-wifi_pc.png)### With a USB cable![Image shows an icon of two phones next to each other with a blue dotted line connecting the two phones at the bottom](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_switch-usb-cable_pc.png)### Using a PC![Image shows an icon of a phone next to a PC with a blue dotted line connecting the two at the bottom](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_switch-using-pc_pc.png)### From external storage![Image shows an icon of a phone above a PC with a short thick blue cable connecting the two in the middle](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_switch-external-storage_pc.png)PlayIndicator 1CloseCloseCloseClose### Switch from iPhone via Wi-Fi### Step 1Turn off [two-step verification](https://support.apple.com/en-gb/HT204915) on your Apple ID before beginning the process (if applicable).  Open Smart Switch on your new Samsung device, then tap 'Start' and read the terms of service, then tap 'Agree'.    On newer Samsung devices, you will find Smart Switch at Settings > Cloud and accounts > Smart Switch . On older ones, you may need to download it from the [Play Store](https://play.google.com/store/apps/details)### Step 2Select 'Wireless', then 'Receive', then 'iOS'.### Step 3Enter your iCloud username and password, then tap 'Sign-in'.### Step 4Deselect any information you don't want to copy, then select 'Import'. Once you've imported the basic information, you will be given the option to download media content such as photos and documents. Untick anything you don't want to transfer, then tap 'Import'.### Step 5Once the transfer is complete, tap 'Close app'. Don't forget to also disable iMessage on your iOS device.### Switch from Android with a USB cable### Step 1Make sure you have Smart Switch on both devices. You will find it at Settings > Cloud and accounts > Smart Switch or at Settings > Accounts and back up > Smart Switch. On older ones, you may need to download it from the Play Store### Step 2Simply connect the two phones together using the USB-C connector that came in the box with your new phone then select ‘Backup’ in the Smart Switch program interface, and then ‘Allow’ on your phone to start the transfer process.### Step 3Open Smart Switch on your new device and tap ‘Start’, then follow the onscreen instructions.You will have the option to choose which data you wish to transfer. While it is transferring, you will see a percentage on the screen letting you know how far through it is. The time taken will depend on the amount of data and the strength of your connection.### Other ways to switch* Switch from Android using a PC* Switch from iPhone with a USB cable* Switch from Android via Wi-Fi* Switch from iPhone using a PCYour devices need a few things to work with Smart Switch. Have a check below to see if they’re compatible."
Service and Warranty	What is the warranty on a product purchased from Samsung.com?	"Get peace of mind with Samsung's comprehensive manufacturer warranty for all products. Find out how to check your coverage and secure support.

What is the warranty on a product I have purchased from Samsung.com?--All Samsung products come with a manufacturer's warranty. Please visit [this link](https://samsung.com/uk/support/warranty/) to confirm the length of your warranty.The manufacturer’s warranty provided with Samsung products varies depending on the product. Information regarding the Samsung warranty can be found in the box for the Samsung product. Alternatively, please visit the [warranty page](https://samsung.com/uk/support/warranty/). for more information about the warranty on your device.    Please note, you will need your proof of purchase/delivery invoice for future reference and in order to make a claim under the manufacturer’s warranty.    The manufacturer’s warranty does not affect your rights under your purchase contract with us or your statutory rights. Image shows an open black smartphone box on its side, with the location of the device serial number and IMEI number highlighted with a  white circle Is this content helpful?YesNoSubmitThank you. Glad we were able to help. Your feedback helps us provide better support.[All FAQs](https://samsung.com/uk/shop-faq/#service-and-warranty)* [  Home  Home  ](https://samsung.com/uk/)* [  Shop FAQ  Shop FAQ  ](https://samsung.com/uk/shop-faq/)* [  Service and warranty  Service and warranty  ](https://samsung.com/uk/shop-faq/service-and-warranty/)* **What is the warranty on a product i have purchased from samsung.com**  **What is the warranty on a product i have purchased from samsung.com**"
Service and Warranty	What are your standard services?	"Explore the standard services available to you when you shop online at Samsung.com.

* Free delivery is available for all orders when you [sign in / sign up](https://account.samsung.com/membership/auth/sign-in) for a Samsung Account.  \n  \n  [See all delivery costs.](https://www.samsung.com/uk/shop-faq/delivery-and-installations/how-much-does-the-delivery-cost/)\n* Named day delivery slots to suit you\n* Free 14-day returns if you change your mind\n* Expert support available 24/7\n* Warranty covering manufacturer defects\n* A choice of payment and finance options"
Service and Warranty	Where can I find information about the Galaxy Z Fold Premier Service?	Please visit the Galaxy Z Fold Premier Service page for more information.
Service and Warranty	I’ve seen a product in another country that isn’t available in the UK, why is that?	"Samsung products available in the UK can vary. Visit our online shop for the latest selection with new products being introduced all the time, so make sure you check back regularly.
Not all products are available to purchase in different countries. Product ranges vary based on local demand and other factors. All products available in the UK are listed on our website, and new products are being introduced all the time, so make sure you check back regularly. If you cannot purchase an item directly from Samsung.com, we also provide details of both online and offline stockists, via the ‘Where to buy’ links on product pages.### WHERE TO BUY BUTTON LOCATION – PRODUCT FINDER![Image shows a hand cursor selecting 'Where to buy' on a product finder page and then the 'FIND STORE' pop-up with the logos of various stockists](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_where-to-buy-location_products-finder_pc.png)### WHERE TO BUY BUTTON LOCATION – PRODUCT PAGE![Image shows a hand cursor selecting 'Where to buy' on a product page and then the 'FIND STORE' pop-up with the logos of various stockists](https://images.samsung.com/is/image/samsung/assets/consumer/global/shop-faq/shop-faq_service-and-warranty_where-to-buy-location_product-page_pc.png)"
Service and Warranty	Is this a standalone item or will I need something else to make it work?	"When viewing a product on Samsung.com, compatible items will display on the product page as 'Accessories / Compatible Products'.

When you view a product in Samsung.com, compatible items will display on that product's page as 'Accessories / Compatible Products'. However, if you do have a question about compatibility, please [contact us](https://samsung.com/uk/support/contact/). A customer service agent will be more than happy to discuss your requirements in detail."
Service and Warranty	How can I ensure that the product I wish to purchase is compatible with the item I already own?	"To check for compatible devices, you can view the “SPECS” section of the product page on Samsung.com.

You can check whether a device is compatibale with another device that you already own, by checking the new item's specs. You can find this information for all devices in the 'SPECS' section, which can be accessed via the menu in the top right of the product page.\n\n\n\n\n Image shows a highlighted Galaxy Note10 checked item in the product filter menu, with a SPECIFICATIONS pop-up superimposed over the top, showing the compatability an LED Cover for the Galaxy Note10 "
Payment and Finance	What payment methods do you accept?	"You can pay for your Samsung purchase by using any major credit card, PayPal, Klarna financing, or the Samsung Upgrade Programme (smartphones only).
We accept all major credit and debit cards, including Visa Credit, Visa Debit, Mastercard, American Express, and Maestro.

In addition, you can also use an existing PayPal account, and we offer a variety of financing options to fit your needs. This includes plans for paying everything at once, spreading out your payments over time, and other payment options."
Payment and Finance	How does trade-in work?	"Get top value for your old device when you trade it in for an instant discount on new Samsung tech across our smartphones, tablets, and smartwatches.

Trade In allows customer to purchase at discounted rates for new devices by trading in their old device across multiple brands.

Trade in your old device to get an instant discount on a brand new one. Trade In is available on a range of our smartphones, tablets and smartwatches.

What is my device worth?
We check prices regularly to give you the best possible Trade In deals, no matter which brand or network your device comes from.

A full list of phones, tablets and wearables that qualify for Trade In is available when you choose your new device.

Trade in your device in three easy steps
1. Visit our Trade In page to tell us about the device you plan to trade in, and get an estimate of its current value.
2. Get an instant discount on your shopping basket
3. Send us your old device in the packaging we provide, free of charge

Please visit the Trade In page, for more information and FAQs about this finance option."
Payment and Finance	What is Samsung Upgrade Programme?	"You can get the latest phone at a great price. It is a flexible payment option that enables you to purchase the latest Galaxy phone and then upgrade each year.

Watch the Video

Visit the Upgrade Programme page for full details including representative examples.

Quick action
Need more information about Samsung Upgrade Programme?

Samsung Upgrade Programme page 

It is a flexible and easy payment option that enables you to purchase the latest Galaxy phone and then upgrade every year. Taking part in the Samsung Upgrade Programme means that you will enter into an interest-free credit agreement (0% APR) with our chosen finance provider, Klarna Bank AB. After 12 months, you will have the option to continue your monthly payments or upgrade to the latest Galaxy phone by applying for a new credit agreement with Klarna Bank AB. Failure to make repayments in accordance with your credit agreement may have a negative impact on your credit score and lead to additional charges being applied.

The Samsung Upgrade Programme is only available to UK residents who purchase their Galaxy phone from this website. You must add an eligible Galaxy phone to your basket and select the relevant option during the checkout process. If your application is successful, you will become a member of the Samsung Upgrade Programme. Please note that in order to qualify for this option, you can only purchase an eligible Galaxy phone – the Samsung Upgrade Programme is not available on other products such as accessories or other category products (e.g. TV).

How it works
 
You pay 10% of the phone’s price upfront, followed by 23 equal monthly instalments, equivalent to 70% of the phone’s price split into 23 payments, and then a 24th final instalment, equivalent to 20% of the phone’s price. You keep the phone. Alternatively, if after 24 months you don’t want to keep the phone, you can return the phone and upgrade. Alternatively, subject to the minimum return conditions detailed in paragraph 5 of the Samsung Upgrade Programme terms and conditions (under “Existing Handset Requirements”), we can purchase the phone from you (with the payment from us for the device taking the form of Samsung settling the final instalment on your credit agreement). You can also choose to return your phone and upgrade to the latest Galaxy phone after 12 months, and have a 4-month window to upgrade. If you do not upgrade in the 4-month window, i.e. between the 12th and 16th month, you then have to wait until month 24 to upgrade.

Please visit the Samsung Upgrade Programme page for more information and FAQs about this finance option."
Payment and Finance	My payment has been taken more than once. How do I get my money back?	If you have been charged for an order multiple times, contact our Customer Services team for prompt investigation and refund. Refunds may take 15 working days to reflect.
Payment and Finance	My payment has failed, what can I do now?	"To ensure your payment goes through smoothly, try these recommended simple steps.
If your payment fails here are some actions you could take.

* We recommend contacting your bank to rule out any problems with your card or a transaction being blocked due to suspected fraud (this can happen with larger transactions).

* If the problem isn’t related to your bank or card, please try again, making sure to enter your details carefully.

* If you continue to have issues, then please call us on 0333 000 0333 and our team will investigate."
Payment and Finance	Will payment be taken before I have received my order, or upon receipt of the order (once I have signed for it)?	"Your payment is authorised when you place your order, and a confirmation email is sent. The payment may take several business days to reflect, depending on your bank or financial institution.
We accept all major credit and debit cards, including Visa Credit, Visa Debit, Mastercard, American Express, and Maestro.

In addition, you can also use an existing PayPal account, and we offer a variety of financing options to fit your needs. This includes plans for paying everything at once, spreading out your payments over time, and other payment options."
